transaction_id,customer_id,merchant_id,amount,currency,timestamp,payment_method,failure_type,failure_code,failure_reason,retry_count,customer_historical_success_rate,previous_success_rate,customer_payment_frequency,previous_failures,transaction_hour,day_of_week,subscription_status,amount_relative_to_historical_avg,time_since_previous_successful_payment,device_type,device_os,country,invoice_info,is_recoverable,recoverability_probability,expected_recovery_amount
TXN_26FD1EFD27,CUST_1597,MERCH_241,2809.02,INR,2026-08-09T20:18:21,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.948,1.0,6,1,20,6,none,0.62,1087321.0,mobile,Android,IN,"{""invoice_id"": ""INV_C14E557F"", ""due_date"": ""2026-08-21"", ""items"": 2, ""tax"": 505.62}",1,0.896,2516.88
TXN_5FBFC69963,CUST_2215,MERCH_219,100.0,INR,2026-08-09T20:37:46,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.931,0.933,5,1,20,6,none,1.14,406293.0,mobile,macOS,IN,"{""invoice_id"": ""INV_1A30CD78"", ""due_date"": ""2026-08-18"", ""items"": 1, ""tax"": 18.0}",1,0.948,94.8
TXN_247F406B1F,CUST_1413,MERCH_148,943.8,INR,2026-08-09T20:53:46,wallet,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,2,0.57,0.689,2,2,20,6,none,3.77,1004534.0,desktop,Windows,IN,"{""invoice_id"": ""INV_2C7F374C"", ""due_date"": ""2026-08-11"", ""items"": 1, ""tax"": 169.88}",0,0.305,0.0
TXN_23AF12E461,CUST_1092,MERCH_296,7537.08,INR,2026-08-09T21:00:11,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.558,0.502,8,4,21,6,none,0.68,158528.0,mobile,iOS,US,"{""invoice_id"": ""INV_F8701D4F"", ""due_date"": ""2026-08-12"", ""items"": 2, ""tax"": 1356.67}",1,0.679,5117.68
TXN_6B743B7F5F,CUST_1964,MERCH_244,1059.05,INR,2026-08-09T21:08:53,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.849,0.887,4,3,21,6,none,0.85,353772.0,mobile,iOS,US,"{""invoice_id"": ""INV_A37820B9"", ""due_date"": ""2026-08-14"", ""items"": 1, ""tax"": 190.63}",0,0.182,0.0
TXN_E5E0E001DC,CUST_1560,MERCH_248,1714.48,USD,2026-08-09T21:09:48,net_banking,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,1,0.764,0.808,3,2,21,6,active,3.35,222086.0,mobile,Android,US,"{""invoice_id"": ""INV_205518E1"", ""due_date"": ""2026-08-20"", ""items"": 2, ""tax"": 308.61}",1,0.555,951.54
TXN_1583C8F462,CUST_2062,MERCH_241,1598.18,INR,2026-08-09T21:21:01,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,1,0.628,0.581,6,1,21,6,canceled,0.95,34567.0,desktop,Android,IN,"{""invoice_id"": ""INV_CFD006A1"", ""due_date"": ""2026-08-10"", ""items"": 1, ""tax"": 287.67}",0,0.496,0.0
TXN_8CEF94F769,CUST_1545,MERCH_102,605.01,INR,2026-08-09T21:41:16,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.785,0.727,5,1,21,6,trial,1.75,268062.0,mobile,Windows,IN,"{""invoice_id"": ""INV_7E1153FD"", ""due_date"": ""2026-08-21"", ""items"": 3, ""tax"": 108.9}",1,0.99,598.96
TXN_A8EC22AE14,CUST_1777,MERCH_258,1654.77,INR,2026-08-09T21:43:54,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.758,0.734,3,0,21,6,active,0.61,668862.0,mobile,iOS,IN,"{""invoice_id"": ""INV_532A1075"", ""due_date"": ""2026-08-21"", ""items"": 3, ""tax"": 297.86}",0,0.402,0.0
TXN_52DA34C810,CUST_2032,MERCH_316,1467.71,USD,2026-08-09T22:00:52,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.771,0.816,3,0,22,6,active,0.76,329204.0,mobile,Windows,IN,"{""invoice_id"": ""INV_A0D7C2D7"", ""due_date"": ""2026-08-17"", ""items"": 1, ""tax"": 264.19}",1,0.836,1227.01
TXN_23148418EE,CUST_1187,MERCH_146,723.47,INR,2026-08-09T22:02:04,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,1,0.868,0.714,3,1,22,6,active,1.33,161388.0,mobile,macOS,IN,"{""invoice_id"": ""INV_F7F2EA94"", ""due_date"": ""2026-08-20"", ""items"": 2, ""tax"": 130.22}",1,0.637,460.85
TXN_13F5B547E8,CUST_1607,MERCH_271,1565.12,EUR,2026-08-09T22:39:41,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,1,0.839,0.831,7,0,22,6,trial,0.71,432597.0,mobile,macOS,US,"{""invoice_id"": ""INV_6FF63E23"", ""due_date"": ""2026-08-17"", ""items"": 2, ""tax"": 281.72}",0,0.117,0.0
TXN_05247EA816,CUST_1644,MERCH_116,557.36,INR,2026-08-09T22:58:21,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.332,0.522,2,4,22,6,active,1.56,487468.0,mobile,Android,IN,"{""invoice_id"": ""INV_329ECC54"", ""due_date"": ""2026-08-17"", ""items"": 2, ""tax"": 100.32}",1,0.661,368.41
TXN_F33012FEF0,CUST_1674,MERCH_317,1721.74,INR,2026-08-09T23:24:49,wallet,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.98,0.844,5,0,23,6,canceled,0.78,45802.0,desktop,Android,IN,"{""invoice_id"": ""INV_0457194C"", ""due_date"": ""2026-08-11"", ""items"": 2, ""tax"": 309.91}",0,0.305,0.0
TXN_2DEA1E7710,CUST_1138,MERCH_180,1679.34,INR,2026-08-09T23:26:27,debit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.945,0.894,6,0,23,6,active,1.34,289776.0,mobile,Windows,IN,"{""invoice_id"": ""INV_B7013044"", ""due_date"": ""2026-08-13"", ""items"": 2, ""tax"": 302.28}",0,0.103,0.0
TXN_C30E109416,CUST_1297,MERCH_283,13000.58,INR,2026-08-09T23:27:04,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.728,0.834,11,2,23,6,trial,1.81,294749.0,mobile,Android,IN,"{""invoice_id"": ""INV_9917A3B8"", ""due_date"": ""2026-08-16"", ""items"": 3, ""tax"": 2340.1}",1,0.895,11635.52
TXN_78FED3D7A1,CUST_2103,MERCH_310,812.29,INR,2026-08-09T23:28:54,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.8,0.715,2,1,23,6,none,1.26,113326.0,desktop,iOS,IN,"{""invoice_id"": ""INV_4A84EDDD"", ""due_date"": ""2026-08-22"", ""items"": 2, ""tax"": 146.21}",1,0.886,719.69
TXN_40DEBA2B9F,CUST_1178,MERCH_126,4070.35,INR,2026-08-09T23:30:52,net_banking,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.892,0.939,5,2,23,6,none,1.45,89722.0,mobile,Android,IN,"{""invoice_id"": ""INV_59A77FA0"", ""due_date"": ""2026-08-10"", ""items"": 2, ""tax"": 732.66}",1,0.913,3716.23
TXN_5108F31306,CUST_1217,MERCH_170,426.04,EUR,2026-08-09T23:34:31,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.79,0.849,8,0,23,6,none,1.49,538974.0,desktop,macOS,US,"{""invoice_id"": ""INV_3DB060BA"", ""due_date"": ""2026-08-17"", ""items"": 1, ""tax"": 76.69}",1,0.892,380.03
TXN_C54B160E0D,CUST_1266,MERCH_189,21220.66,INR,2026-08-09T23:38:17,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.493,0.428,6,3,23,6,canceled,2.4,412020.0,mobile,macOS,IN,"{""invoice_id"": ""INV_BAA73965"", ""due_date"": ""2026-08-12"", ""items"": 3, ""tax"": 3819.72}",0,0.122,0.0
TXN_39EDBA402B,CUST_1590,MERCH_296,2687.54,INR,2026-08-10T00:19:04,wallet,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.802,0.856,5,1,0,0,active,0.69,791565.0,desktop,Windows,IN,"{""invoice_id"": ""INV_FD27A2A0"", ""due_date"": ""2026-08-14"", ""items"": 1, ""tax"": 483.76}",0,0.344,0.0
TXN_2BEDA0A8A8,CUST_1678,MERCH_229,2296.94,INR,2026-08-10T00:34:24,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.827,0.718,5,2,0,0,active,1.38,86947.0,mobile,iOS,IN,"{""invoice_id"": ""INV_97546BBD"", ""due_date"": ""2026-08-11"", ""items"": 2, ""tax"": 413.45}",1,0.829,1904.16
TXN_01DAD904D1,CUST_1615,MERCH_179,3335.58,INR,2026-08-10T00:52:53,wallet,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.856,0.926,3,1,0,0,active,1.31,648856.0,mobile,macOS,IN,"{""invoice_id"": ""INV_4A9CFAFA"", ""due_date"": ""2026-08-21"", ""items"": 2, ""tax"": 600.4}",0,0.419,0.0
TXN_5689784F8B,CUST_1849,MERCH_289,1928.7,USD,2026-08-10T00:56:22,upi,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.531,0.554,4,2,0,0,canceled,3.5,474377.0,mobile,Android,IN,"{""invoice_id"": ""INV_CD72A86E"", ""due_date"": ""2026-08-18"", ""items"": 2, ""tax"": 347.17}",1,0.781,1506.31
TXN_7E37FD714C,CUST_1726,MERCH_208,1195.4,INR,2026-08-10T01:01:06,net_banking,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,1,0.715,0.779,7,1,1,0,canceled,2.13,1010777.0,tablet,macOS,IN,"{""invoice_id"": ""INV_9BCD2617"", ""due_date"": ""2026-08-17"", ""items"": 2, ""tax"": 215.17}",0,0.071,0.0
TXN_4E93D19DA2,CUST_1074,MERCH_302,708.32,INR,2026-08-10T01:04:15,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.723,0.649,4,2,1,0,active,0.79,542739.0,mobile,Windows,IN,"{""invoice_id"": ""INV_971067D5"", ""due_date"": ""2026-08-21"", ""items"": 3, ""tax"": 127.5}",0,0.352,0.0
TXN_4E148984BE,CUST_1736,MERCH_330,2214.13,INR,2026-08-10T01:17:48,credit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.941,0.992,2,0,1,0,trial,0.65,1026445.0,mobile,iOS,IN,"{""invoice_id"": ""INV_2DBE94FF"", ""due_date"": ""2026-08-19"", ""items"": 2, ""tax"": 398.54}",1,0.585,1295.27
TXN_1654A2360C,CUST_1335,MERCH_186,6333.02,INR,2026-08-10T01:25:39,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.805,0.636,6,0,1,0,active,1.26,776385.0,mobile,Android,IN,"{""invoice_id"": ""INV_373CECC1"", ""due_date"": ""2026-08-22"", ""items"": 3, ""tax"": 1139.94}",0,0.152,0.0
TXN_9DE10924A9,CUST_1803,MERCH_326,279.52,INR,2026-08-10T01:29:37,debit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.814,0.923,8,1,1,0,active,0.53,843915.0,desktop,Android,IN,"{""invoice_id"": ""INV_BE723FD6"", ""due_date"": ""2026-08-13"", ""items"": 2, ""tax"": 50.31}",1,0.83,232.0
TXN_98C5DB6B9C,CUST_1854,MERCH_105,16542.25,INR,2026-08-10T01:37:31,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.977,0.906,5,0,1,0,active,2.68,66504.0,mobile,Android,IN,"{""invoice_id"": ""INV_971A8BAA"", ""due_date"": ""2026-08-14"", ""items"": 3, ""tax"": 2977.6}",0,0.303,0.0
TXN_923DE9EAC8,CUST_1362,MERCH_200,763.68,INR,2026-08-10T01:40:48,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.838,0.926,2,1,1,0,active,0.53,21685.0,mobile,iOS,IN,"{""invoice_id"": ""INV_0E11D20C"", ""due_date"": ""2026-08-17"", ""items"": 2, ""tax"": 137.46}",1,0.99,756.04
TXN_9CE4F42A49,CUST_1189,MERCH_292,2462.98,INR,2026-08-10T01:53:24,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.515,0.596,5,3,1,0,active,1.59,10424.0,mobile,Windows,IN,"{""invoice_id"": ""INV_22D9F37D"", ""due_date"": ""2026-08-17"", ""items"": 3, ""tax"": 443.34}",0,0.394,0.0
TXN_0755C7CF2E,CUST_2129,MERCH_324,876.81,INR,2026-08-10T01:55:15,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.852,0.804,6,4,1,0,active,0.47,509782.0,mobile,iOS,IN,"{""invoice_id"": ""INV_66AD86BD"", ""due_date"": ""2026-08-12"", ""items"": 2, ""tax"": 157.83}",1,0.837,733.89
TXN_D312FA73D0,CUST_1069,MERCH_245,1706.29,INR,2026-08-10T02:00:41,credit_card,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,0,0.913,0.828,7,1,2,0,canceled,1.69,139996.0,mobile,iOS,IN,"{""invoice_id"": ""INV_D78788B9"", ""due_date"": ""2026-08-16"", ""items"": 1, ""tax"": 307.13}",1,0.899,1533.95
TXN_FBC0179ACC,CUST_1521,MERCH_154,2508.09,INR,2026-08-10T02:04:22,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,2,0.902,0.866,3,2,2,0,none,1.61,435295.0,mobile,Android,IN,"{""invoice_id"": ""INV_CACF6953"", ""due_date"": ""2026-08-18"", ""items"": 2, ""tax"": 451.46}",1,0.626,1570.06
TXN_F15C7F953F,CUST_2237,MERCH_166,1513.46,INR,2026-08-10T02:23:17,debit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,3,0.835,0.891,6,0,2,0,trial,1.04,317526.0,desktop,Windows,IN,"{""invoice_id"": ""INV_A0D246C6"", ""due_date"": ""2026-08-16"", ""items"": 3, ""tax"": 272.42}",0,0.258,0.0
TXN_3C14F68AD0,CUST_1982,MERCH_284,2161.19,INR,2026-08-10T02:27:26,net_banking,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,2,0.728,0.808,7,3,2,0,trial,0.64,13913.0,mobile,Android,AE,"{""invoice_id"": ""INV_0C02377E"", ""due_date"": ""2026-08-19"", ""items"": 1, ""tax"": 389.01}",0,0.247,0.0
TXN_D745D89C2A,CUST_1516,MERCH_246,2018.36,INR,2026-08-10T03:01:57,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,4,0.709,0.842,9,2,3,0,trial,1.82,11313.0,mobile,Android,IN,"{""invoice_id"": ""INV_35DC85A6"", ""due_date"": ""2026-08-20"", ""items"": 2, ""tax"": 363.3}",0,0.01,0.0
TXN_EC37B0F8FC,CUST_1027,MERCH_173,3175.73,INR,2026-08-10T03:15:34,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.678,0.769,7,2,3,0,active,3.63,476125.0,mobile,Android,IN,"{""invoice_id"": ""INV_5EEAF779"", ""due_date"": ""2026-08-12"", ""items"": 1, ""tax"": 571.63}",0,0.157,0.0
TXN_CD5F5A6102,CUST_1904,MERCH_311,2967.31,INR,2026-08-10T03:29:32,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.76,0.785,6,1,3,0,active,1.45,532185.0,desktop,iOS,IN,"{""invoice_id"": ""INV_1941A822"", ""due_date"": ""2026-08-15"", ""items"": 3, ""tax"": 534.12}",0,0.129,0.0
TXN_BA54D2A8C5,CUST_1091,MERCH_238,206.88,USD,2026-08-10T03:51:19,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.796,0.698,8,0,3,0,active,0.89,409899.0,desktop,macOS,IN,"{""invoice_id"": ""INV_F1DD61B4"", ""due_date"": ""2026-08-16"", ""items"": 3, ""tax"": 37.24}",1,0.887,183.5
TXN_92E4A27719,CUST_1362,MERCH_323,1294.43,INR,2026-08-10T03:51:43,debit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.739,0.818,6,2,3,0,active,0.82,28027.0,desktop,Android,IN,"{""invoice_id"": ""INV_A3DFF5F1"", ""due_date"": ""2026-08-11"", ""items"": 3, ""tax"": 233.0}",1,0.825,1067.9
TXN_472EC17FF8,CUST_1037,MERCH_331,6895.56,INR,2026-08-10T04:01:50,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.974,0.948,5,0,4,0,canceled,1.28,83042.0,desktop,Android,IN,"{""invoice_id"": ""INV_D8B619D6"", ""due_date"": ""2026-08-12"", ""items"": 1, ""tax"": 1241.2}",0,0.31,0.0
TXN_301D6D7309,CUST_1663,MERCH_311,4207.95,INR,2026-08-10T04:14:32,credit_card,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,0,0.917,0.851,11,1,4,0,none,0.57,976998.0,mobile,Android,IN,"{""invoice_id"": ""INV_C379D972"", ""due_date"": ""2026-08-12"", ""items"": 2, ""tax"": 757.43}",1,0.534,2247.05
TXN_68F1FA4AEC,CUST_1703,MERCH_282,592.68,EUR,2026-08-10T04:40:10,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,2,0.639,0.655,7,3,4,0,active,0.91,104882.0,mobile,iOS,IN,"{""invoice_id"": ""INV_91D9B9B8"", ""due_date"": ""2026-08-15"", ""items"": 3, ""tax"": 106.68}",0,0.01,0.0
TXN_DE40156E67,CUST_1490,MERCH_195,1246.68,INR,2026-08-10T04:52:14,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,0,0.875,0.847,9,2,4,0,canceled,0.76,80557.0,mobile,Windows,IN,"{""invoice_id"": ""INV_3A65E3DC"", ""due_date"": ""2026-08-11"", ""items"": 1, ""tax"": 224.4}",1,0.839,1045.96
TXN_E1345E59DD,CUST_2133,MERCH_334,1439.1,INR,2026-08-10T05:10:58,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,1,0.925,0.872,1,1,5,0,active,1.88,142548.0,mobile,iOS,IN,"{""invoice_id"": ""INV_EC556FEB"", ""due_date"": ""2026-08-14"", ""items"": 2, ""tax"": 259.04}",1,0.857,1233.31
TXN_DD090CACD8,CUST_1143,MERCH_264,1415.85,INR,2026-08-10T05:14:17,net_banking,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.834,0.968,3,0,5,0,none,1.46,109854.0,mobile,iOS,US,"{""invoice_id"": ""INV_96E5FE58"", ""due_date"": ""2026-08-18"", ""items"": 2, ""tax"": 254.85}",0,0.035,0.0
TXN_2A5EA1A15E,CUST_1833,MERCH_185,1538.62,INR,2026-08-10T05:16:29,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.704,0.705,3,2,5,0,canceled,0.13,67200.0,mobile,iOS,IN,"{""invoice_id"": ""INV_4ABD7042"", ""due_date"": ""2026-08-16"", ""items"": 3, ""tax"": 276.95}",0,0.444,0.0
TXN_7D11D1C2A6,CUST_2220,MERCH_347,1085.49,INR,2026-08-10T05:20:25,debit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.714,0.768,3,2,5,0,none,0.52,280272.0,mobile,Android,IN,"{""invoice_id"": ""INV_0AEE40AC"", ""due_date"": ""2026-08-19"", ""items"": 3, ""tax"": 195.39}",0,0.14,0.0
TXN_52C76191C3,CUST_2069,MERCH_231,686.45,INR,2026-08-10T06:08:16,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,4,0.811,0.773,9,1,6,0,active,0.23,10097.0,mobile,Android,IN,"{""invoice_id"": ""INV_322AC381"", ""due_date"": ""2026-08-14"", ""items"": 3, ""tax"": 123.56}",0,0.209,0.0
TXN_D817EDDE76,CUST_2172,MERCH_112,15167.53,INR,2026-08-10T06:08:42,net_banking,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.862,0.966,5,2,6,0,active,0.85,130336.0,desktop,iOS,IN,"{""invoice_id"": ""INV_80A25927"", ""due_date"": ""2026-08-22"", ""items"": 2, ""tax"": 2730.16}",0,0.092,0.0
TXN_DB72FF57B6,CUST_1137,MERCH_169,2169.56,INR,2026-08-10T06:47:33,upi,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.852,0.832,5,3,6,0,none,2.56,254845.0,mobile,Android,IN,"{""invoice_id"": ""INV_B908D230"", ""due_date"": ""2026-08-22"", ""items"": 2, ""tax"": 390.52}",1,0.872,1891.86
TXN_91AFE62A74,CUST_1489,MERCH_192,1456.9,INR,2026-08-10T06:51:00,credit_card,authentication_failure,ERR_AUTH_FAILED,Customer 3DS / OTP verification failed or timed out,2,0.898,0.782,2,0,6,0,trial,1.04,158089.0,mobile,iOS,IN,"{""invoice_id"": ""INV_21A2DDF7"", ""due_date"": ""2026-08-18"", ""items"": 2, ""tax"": 262.24}",1,0.573,834.8
TXN_4AAF729029,CUST_1401,MERCH_285,3834.58,INR,2026-08-10T07:29:27,net_banking,bank_decline,ERR_BANK_DECLINE,Issuer bank declined transaction due to risk rules,1,0.711,0.712,4,1,7,0,active,0.74,71270.0,desktop,iOS,IN,"{""invoice_id"": ""INV_9306C536"", ""due_date"": ""2026-08-21"", ""items"": 1, ""tax"": 690.22}",1,0.818,3136.69
TXN_88BBD45422,CUST_1601,MERCH_229,380.25,INR,2026-08-10T07:46:00,credit_card,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,3,0.651,0.703,6,2,7,0,active,0.67,77367.0,mobile,Android,US,"{""invoice_id"": ""INV_1F3C5679"", ""due_date"": ""2026-08-21"", ""items"": 2, ""tax"": 68.44}",0,0.01,0.0
TXN_56BA0FF060,CUST_1723,MERCH_348,3124.07,USD,2026-08-10T08:04:46,upi,merchant_configuration,ERR_MERCHANT_CONFIG,Invalid merchant API credentials or routing config,1,0.921,0.89,6,1,8,0,none,0.65,319766.0,mobile,Android,IN,"{""invoice_id"": ""INV_44B150CD"", ""due_date"": ""2026-08-19"", ""items"": 2, ""tax"": 562.33}",1,0.614,1918.18
TXN_04BB9728DC,CUST_1680,MERCH_287,418.14,INR,2026-08-10T08:11:58,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.773,0.839,9,0,8,0,trial,0.81,243976.0,mobile,iOS,IN,"{""invoice_id"": ""INV_3BA1EED2"", ""due_date"": ""2026-08-13"", ""items"": 3, ""tax"": 75.27}",1,0.803,335.77
TXN_25AAB98A02,CUST_1931,MERCH_188,2597.58,INR,2026-08-10T08:27:56,wallet,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,0,0.7,0.779,7,1,8,0,active,1.42,81697.0,mobile,Android,IN,"{""invoice_id"": ""INV_9F75667C"", ""due_date"": ""2026-08-14"", ""items"": 1, ""tax"": 467.56}",0,0.361,0.0
TXN_0C76AD59DE,CUST_1624,MERCH_259,762.84,INR,2026-08-10T08:39:22,net_banking,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,1,0.899,0.906,6,1,8,0,none,0.31,31835.0,desktop,Android,IN,"{""invoice_id"": ""INV_47498040"", ""due_date"": ""2026-08-13"", ""items"": 3, ""tax"": 137.31}",0,0.064,0.0
TXN_56B8419902,CUST_1340,MERCH_162,3643.71,INR,2026-08-10T08:59:37,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.869,0.943,4,0,8,0,trial,1.27,1269248.0,mobile,iOS,IN,"{""invoice_id"": ""INV_A7ABE8FD"", ""due_date"": ""2026-08-20"", ""items"": 2, ""tax"": 655.87}",1,0.827,3013.35
TXN_AC7811B841,CUST_1301,MERCH_159,25782.78,INR,2026-08-10T09:24:35,upi,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,0,0.671,0.642,6,1,9,0,canceled,2.36,209777.0,desktop,Windows,US,"{""invoice_id"": ""INV_2D1C2572"", ""due_date"": ""2026-08-18"", ""items"": 1, ""tax"": 4640.9}",0,0.216,0.0
TXN_EF954290F4,CUST_1117,MERCH_253,2109.1,INR,2026-08-10T09:28:15,upi,unknown,ERR_UNKNOWN,Unknown upstream gateway failure,1,0.866,0.795,6,1,9,0,none,0.57,774301.0,tablet,iOS,IN,"{""invoice_id"": ""INV_D1489F31"", ""due_date"": ""2026-08-12"", ""items"": 1, ""tax"": 379.64}",1,0.627,1322.41
TXN_4889B1506F,CUST_1150,MERCH_317,405.72,INR,2026-08-10T09:54:18,upi,insufficient_funds,ERR_INSUFFICIENT_FUNDS,Insufficient funds in customer account,1,0.774,0.678,6,1,9,0,none,0.95,2186214.0,desktop,Android,IN,"{""invoice_id"": ""INV_88E39907"", ""due_date"": ""2026-08-15"", ""items"": 3, ""tax"": 73.03}",1,0.531,215.44
TXN_184C4C2833,CUST_2190,MERCH_329,943.16,INR,2026-08-10T09:57:52,debit_card,temporary_network_failure,ERR_NETWORK_TIMEOUT,Temporary gateway network timeout or issuer degradation,0,0.969,1.0,6,0,9,0,trial,0.95,2110705.0,desktop,iOS,IN,"{""invoice_id"": ""INV_CC86B61D"", ""due_date"": ""2026-08-17"", ""items"": 2, ""tax"": 169.77}",1,0.867,817.72
TXN_803BF8B326,CUST_1606,MERCH_249,2548.37,INR,2026-08-10T10:04:33,credit_card,expired_card,ERR_CARD_EXPIRED,Instrument card has expired,1,0.617,0.508,5,1,10,0,trial,1.01,154921.0,desktop,iOS,US,"{""invoice_id"": ""INV_D28FC1AB"", ""due_date"": ""2026-08-12"", ""items"": 3, ""tax"": 458.71}",0,0.01,0.0
TXN_27604E17E7,CUST_1771,MERCH_173,6426.12,EUR,2026-08-10T10:26:29,credit_card,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.901,0.941,6,1,10,0,active,0.51,450557.0,desktop,iOS,IN,"{""invoice_id"": ""INV_26D8F76C"", ""due_date"": ""2026-08-15"", ""items"": 3, ""tax"": 1156.7}",0,0.398,0.0
TXN_F577B225C8,CUST_1996,MERCH_314,592.02,INR,2026-08-10T10:48:10,upi,customer_action_required,ERR_CUSTOMER_ACTION,Customer mandate approval or biometric confirmation needed,0,0.676,0.812,7,1,10,0,none,0.19,392285.0,desktop,iOS,IN,"{""invoice_id"": ""INV_019AB1D7"", ""due_date"": ""2026-08-12"", ""items"": 3, ""tax"": 106.56}",1,0.735,435.13
